Region,Country,Year,Sex,actual suicide rate,low suicide rate,high suicide rate,AvgTemperature
Europe,Turkmenistan,2014,Both sexes,7.11,5.67,8.76,63.4868493150685
Europe,Bulgaria,2014,Both sexes,7.13,5.86,8.59,52.71917808219178
Americas,Panama,2014,Male,7.2,5.75,8.87,80.56630136986301
Americas,Honduras,2014,Male,7.34,3.72,15.03,71.54630136986302
Africa,Guinea-Bissau,2014,Female,7.44,4.31,12.34,73.87397260273973
Western Pacific,China,2014,Both sexes,7.35,6.06,9.1,60.89808219178082
Africa,Nigeria,2014,Both sexes,7.59,4.29,12.59,61.257318741450064
Western Pacific,Malaysia,2014,Male,7.68,5.21,11.2,81.93534246575342
Eastern Mediterranean,Morocco,2014,Both sexes,7.9,3.77,14.3,63.08958904109589
Africa,Togo,2014,Female,7.92,4.51,13.12,80.92986301369864
Africa,Zambia,2014,Female,7.87,4.66,12.42,56.945454545454545
Europe,Sweden,2014,Female,7.94,6.95,8.96,46.66164383561644
Europe,Italy,2014,Male,7.92,7.43,8.44,58.6672602739726
Europe,Iceland,2014,Female,8.09,6.17,10.41,42.54301369863014
Americas,Nicaragua,2014,Male,8.16,5.83,10.75,81.55452054794522
Western Pacific,Singapore,2014,Both sexes,8.22,6.92,9.62,81.86465753424658
Africa,Guinea,2014,Female,8.31,4.81,13.65,77.74602739726028
Africa,Congo,2014,Female,8.45,4.87,13.63,76.59726027397261
Europe,Kazakhstan,2014,Female,8.45,7.03,10.0,49.11424657534247
Eastern Mediterranean,Bahrain,2014,Male,8.72,5.43,12.26,81.57780821917808
Americas,Brazil,2014,Male,8.67,8.12,15.27,72.35908675799087
Europe,Belgium,2014,Female,8.8,7.58,10.12,52.709315068493154
Eastern Mediterranean,Saudi Arabia,2014,Male,9.0,5.66,13.32,79.20356164383561
Americas,Costa Rica,2014,Male,8.95,7.48,10.61,72.56109589041095
Europe,Uzbekistan,2014,Both sexes,9.03,7.65,10.53,58.4386301369863
Europe,Romania,2014,Both sexes,8.97,7.82,10.25,52.81123287671232
Europe,Denmark,2014,Both sexes,9.09,7.59,10.75,49.47369863013699
Western Pacific,Japan,2014,Female,9.13,8.6,14.9,56.16913242009132
Americas,Argentina,2014,Both sexes,9.16,7.79,15.54,63.61369863013699
Europe,Portugal,2014,Both sexes,9.23,7.79,19.34,61.34054794520548
Europe,Germany,2014,Both sexes,9.19,8.07,10.38,49.70438356164383
Americas,Haiti,2014,Female,9.27,5.14,15.19,-48.55917808219178
Africa,Mozambique,2014,Female,9.32,5.33,15.02,69.38602739726028
Western Pacific,China,2014,Male,9.27,7.4,12.02,60.89808219178082
Europe,Spain,2014,Male,9.47,8.31,10.73,61.03817351598174
Americas,Mexico,2014,Male,9.5,9.03,9.95,59.26459854014598
Africa,Madagascar,2014,Both sexes,9.79,5.89,15.44,65.8358904109589
South-East Asia,Nepal,2014,Both sexes,9.93,5.18,15.42,64.13123287671233
Americas,Barbados,2013,Female,0.0,0.0,0.0,80.76575342465753
Americas,Barbados,2013,Both sexes,0.097,0.073,0.12,80.76575342465753
Americas,Barbados,2013,Male,0.25,0.19,0.32,80.76575342465753
Americas,Panama,2013,Female,0.66,0.49,0.86,79.86767123287672
Eastern Mediterranean,Kuwait,2013,Female,0.8,0.59,1.05,79.7172602739726
Eastern Mediterranean,Jordan,2013,Female,0.94,0.66,1.3,63.92712328767123
Americas,Honduras,2013,Female,1.02,0.56,1.75,71.63123287671233
Americas,Bahamas,2013,Female,1.06,0.75,1.43,78.1745205479452
Eastern Mediterranean,Oman,2013,Female,1.31,0.8,2.02,80.63890410958905
South-East Asia,Indonesia,2013,Female,1.33,1.05,1.66,82.18986301369863
Americas,Colombia,2013,Female,1.49,1.22,8.16,56.840273972602745
Western Pacific,Philippines,2013,Female,1.47,1.27,8.2,82.26301369863013
Americas,Peru,2013,Female,1.67,1.13,2.38,66.15643835616439
Americas,Costa Rica,2013,Female,1.68,1.29,2.13,72.65041095890412
Eastern Mediterranean,Lebanon,2013,Female,1.79,1.03,2.86,70.90547945205479
Eastern Mediterranean,Qatar,2013,Female,1.8,1.14,2.7,83.26739726027397
Americas,Belize,2013,Female,1.79,1.33,2.37,80.7613698630137
Eastern Mediterranean,Jordan,2013,Both sexes,1.89,1.33,2.58,63.92712328767123
Eastern Mediterranean,Pakistan,2013,Both sexes,9.98,4.79,18.07,76.01465753424657
Americas,Dominican Republic,2013,Male,10.16,6.88,14.92,22.55561643835616
Americas,Canada,2013,Both sexes,10.19,8.98,11.44,41.99391171993912
Western Pacific,Australia,2013,Both sexes,10.24,9.09,11.44,63.11572602739726
South-East Asia,Nepal,2013,Both sexes,10.26,5.34,15.83,61.43643835616438
Africa,South Africa,2013,Female,10.28,5.3,16.35,62.70191780821918
Europe,Norway,2013,Both sexes,10.29,9.62,11.01,41.17589041095891
Africa,Ethiopia,2013,Both sexes,10.43,7.72,14.36,60.764657534246574
Europe,Ireland,2013,Both sexes,10.5,8.98,12.15,49.204109589041096
Africa,Mozambique,2013,Female,10.55,6.01,17.03,69.74191780821917
Americas,Cuba,2013,Both sexes,10.64,9.21,12.22,75.91671232876712
Africa,Gambia,2013,Both sexes,10.71,5.67,18.23,78.90739726027398
Europe,Switzerland,2013,Both sexes,10.7,9.3,12.18,48.97835616438356
Eastern Mediterranean,Morocco,2013,Male,10.88,4.91,19.31,62.47287671232876
Africa,Central African Republic,2013,Female,10.93,5.85,18.48,78.27808219178083
Americas,Guatemala,2013,Male,10.91,8.58,13.67,66.83205479452054
Europe,Turkmenistan,2013,Male,11.16,9.06,13.53,65.19150684931508
Americas,Costa Rica,2013,Male,11.25,9.44,13.26,72.65041095890412
Europe,Kyrgyzstan,2013,Both sexes,11.42,9.59,13.45,54.89643835616439
Europe,Austria,2013,Both sexes,11.45,10.01,12.99,51.42630136986301
Western Pacific,New Zealand,2013,Both sexes,11.56,10.18,13.07,60.44109589041096
Africa,Kenya,2013,Both sexes,11.57,8.65,15.21,51.21287671232877
Americas,Suriname,2013,Female,11.77,8.32,16.0,79.11671232876712
Americas,Belize,2013,Male,11.9,9.11,15.28,80.7613698630137
Western Pacific,Singapore,2013,Male,11.95,10.22,13.77,81.9227397260274
Americas,Haiti,2013,Both sexes,12.03,6.2,19.83,54.64562841530054
Africa,Nigeria,2013,Male,11.99,7.21,20.31,75.65082191780822
South-East Asia,India,2013,Female,12.07,10.27,13.88,80.07671232876713
Africa,Senegal,2013,Both sexes,12.12,7.61,18.47,76.58082191780822
Europe,Bulgaria,2013,Male,12.27,10.34,14.45,53.484931506849314
Europe,Croatia,2013,Both sexes,12.31,10.54,14.24,54.37013698630137
Africa,Uganda,2013,Both sexes,12.38,7.77,19.34,39.94849315068493
Europe,Iceland,2013,Both sexes,12.45,9.98,15.28,41.062465753424654
Europe,France,2013,Both sexes,12.5,10.95,17.17,54.00904109589041
Europe,Uzbekistan,2013,Male,12.96,11.08,15.03,61.2841095890411
Europe,Sweden,2013,Both sexes,13.04,11.61,14.5,45.18109589041096
Africa,Malawi,2013,Both sexes,13.04,8.48,19.16,60.23490566037736
Europe,Portugal,2013,Male,13.16,11.31,15.15,60.512328767123286
Africa,Guinea,2013,Both sexes,13.2,7.26,21.81,78.43205479452055
Europe,Denmark,2013,Male,13.29,11.36,15.39,46.90164383561643
Africa,Gabon,2013,Both sexes,13.57,7.99,21.54,79.62493150684931
Europe,Norway,2013,Male,13.71,12.89,14.59,41.17589041095891
Africa,Benin,2013,Both sexes,13.84,8.3,21.83,81.1090410958904
Europe,Germany,2013,Male,14.13,12.54,15.78,47.517534246575345
Americas,Uruguay,2013,Both sexes,14.16,12.01,16.47,61.62328767123287
Americas,Argentina,2013,Male,14.2,12.22,16.32,62.880547945205485
Africa,Madagascar,2013,Male,14.27,8.72,22.25,64.36465753424658
South-East Asia,India,2013,Both sexes,14.45,10.93,16.72,80.07671232876713
Africa,Namibia,2013,Both sexes,14.38,8.47,23.18,68.68493150684931
Africa,Congo,2013,Both sexes,14.49,8.71,22.71,77.9068493150685
Africa,Gambia,2013,Male,14.56,7.29,25.6,78.90739726027398
Eastern Mediterranean,Pakistan,2013,Male,14.71,6.19,28.32,76.01465753424657
Africa,Guinea-Bissau,2013,Both sexes,14.79,8.34,23.85,73.53205479452055
South-East Asia,Sri Lanka,2013,Both sexes,14.98,11.72,20.65,75.83917808219178
Europe,Finland,2013,Both sexes,15.04,13.17,17.04,43.63972602739726
Americas,Canada,2013,Male,15.02,13.35,16.73,41.99391171993912
Europe,Poland,2013,Both sexes,15.06,14.31,15.86,48.01205479452055
Americas,Haiti,2013,Male,15.18,7.43,25.12,54.64562841530054
Western Pacific,Australia,2013,Male,15.26,13.66,16.91,63.11572602739726
Europe,Belgium,2013,Both sexes,15.38,13.62,17.25,49.855342465753424
Europe,Switzerland,2013,Male,15.57,13.67,17.53,48.97835616438356
Africa,Ethiopia,2013,Male,15.68,11.54,22.13,60.764657534246574
Europe,Hungary,2013,Both sexes,16.14,14.21,18.24,52.29726027397261
Western Pacific,New Zealand,2013,Male,16.61,14.76,18.6,60.44109589041096
Europe,Latvia,2013,Both sexes,16.7,14.09,19.63,45.14739726027397
Western Pacific,Japan,2013,Both sexes,16.69,16.06,19.89,57.083287671232874
South-East Asia,India,2013,Male,16.8,11.61,19.52,80.07671232876713
Europe,Ireland,2013,Male,16.87,14.65,19.24,49.204109589041096
Europe,Romania,2013,Male,17.32,15.28,19.58,53.59835616438357
Americas,Cuba,2013,Male,17.49,15.28,19.88,75.91671232876712
Africa,Togo,2013,Both sexes,17.79,10.63,27.53,81.50904109589041
Africa,Zambia,2013,Both sexes,17.91,11.36,26.82,31.056164383561644
Europe,Sweden,2013,Male,17.94,16.08,19.87,45.18109589041096
Europe,Slovakia,2013,Male,17.97,12.57,22.07,52.18109589041096
Europe,Austria,2013,Male,17.97,15.88,20.17,51.42630136986301
Europe,Iceland,2013,Male,18.54,15.09,22.38,41.062465753424654
Europe,Ukraine,2013,Both sexes,18.66,16.31,21.22,48.51835616438356
Africa,Kenya,2013,Male,18.91,14.07,25.18,51.21287671232877
South-East Asia,Nepal,2013,Male,18.9,9.61,28.91,61.43643835616438
Europe,Kyrgyzstan,2013,Male,19.15,16.24,22.33,54.89643835616439
Europe,France,2013,Male,19.37,17.09,27.73,54.00904109589041
Africa,Guinea,2013,Male,19.79,10.51,32.88,78.43205479452055
Africa,Senegal,2013,Male,19.93,12.68,30.06,76.58082191780822
Eastern Mediterranean,Tunisia,2013,Female,1.95,0.97,3.4,67.30219178082191
Americas,Mexico,2013,Female,1.96,1.83,2.1,60.957481751824815
Africa,Algeria,2013,Female,2.06,1.08,3.39,63.70465753424658
Americas,Dominican Republic,2013,Female,2.09,1.36,3.07,22.55561643835616
Eastern Mediterranean,Egypt,2013,Female,2.33,1.23,3.82,72.58520547945206
Eastern Mediterranean,Kuwait,2013,Both sexes,2.34,1.82,2.94,79.7172602739726
Western Pacific,Malaysia,2013,Female,2.36,1.71,3.18,82.33534246575343
Americas,Nicaragua,2013,Female,2.44,1.82,3.17,81.9186301369863
Europe,Italy,2013,Female,2.4,2.2,2.59,57.6972602739726
Eastern Mediterranean,Saudi Arabia,2013,Female,2.47,1.58,3.67,79.79191780821918
Eastern Mediterranean,Bahrain,2013,Female,2.5,1.77,3.45,81.20438356164384
Americas,Brazil,2013,Female,2.49,2.3,5.85,72.0696803652968
Europe,Slovakia,2013,Female,2.6,1.99,3.32,52.18109589041096
South-East Asia,Indonesia,2013,Both sexes,2.69,1.99,3.52,82.18986301369863
Eastern Mediterranean,Jordan,2013,Male,2.82,1.98,3.84,63.92712328767123
Europe,Romania,2013,Female,2.8,2.34,3.32,53.59835616438357
Africa,Algeria,2013,Both sexes,2.85,1.53,4.95,63.70465753424658
Europe,Bulgaria,2013,Female,2.88,2.28,3.6,53.484931506849314
Americas,Guatemala,2013,Female,2.94,2.25,3.75,66.83205479452054
Western Pacific,Philippines,2013,Both sexes,2.88,2.27,8.88,82.26301369863013
Western Pacific,Mongolia,2013,Both sexes,20.43,12.86,30.68,28.99890410958904
Europe,Croatia,2013,Male,20.59,17.83,23.57,54.37013698630137
Africa,Congo,2013,Male,21.34,13.12,32.92,77.9068493150685
Europe,Belgium,2013,Male,22.12,19.76,24.59,49.855342465753424
Africa,Benin,2013,Male,22.31,13.54,34.79,81.1090410958904
Europe,Finland,2013,Male,22.5,19.89,25.28,43.63972602739726
Europe,Belarus,2013,Both sexes,22.82,19.03,27.14,46.32
Americas,Uruguay,2013,Male,23.07,19.87,26.49,61.62328767123287
Africa,Uganda,2013,Male,23.6,14.92,37.04,39.94849315068493
Western Pacific,Japan,2013,Male,23.88,23.15,29.7,57.083287671232874
Africa,Malawi,2013,Male,23.95,15.79,34.78,60.23490566037736
Africa,Guinea-Bissau,2013,Male,24.14,13.41,38.58,73.53205479452055
Africa,Gabon,2013,Male,24.29,14.41,38.35,79.62493150684931
South-East Asia,Sri Lanka,2013,Male,24.51,18.94,35.01,75.83917808219178
Africa,South Africa,2013,Both sexes,25.12,16.82,35.17,62.70191780821918
Africa,Mozambique,2013,Both sexes,26.01,15.7,39.59,69.74191780821917
Europe,Kazakhstan,2013,Both sexes,26.16,22.47,30.18,51.31808219178082
Africa,Namibia,2013,Male,26.33,15.92,41.81,68.68493150684931
Americas,Suriname,2013,Both sexes,26.54,19.63,34.91,79.11671232876712
Europe,Hungary,2013,Male,26.76,23.75,30.02,52.29726027397261
Africa,Central African Republic,2013,Both sexes,26.95,14.64,44.41,78.27808219178083
Europe,Poland,2013,Male,27.01,25.75,28.37,48.01205479452055
Africa,Togo,2013,Male,28.47,17.31,43.15,81.50904109589041
Eastern Mediterranean,United Arab Emirates,2013,Female,2.95,1.74,4.65,83.38493150684931
South-East Asia,Nepal,2013,Female,3.02,1.69,4.83,61.43643835616438
Eastern Mediterranean,Lebanon,2013,Both sexes,3.01,1.67,5.19,70.90547945205479
Europe,Spain,2013,Female,3.06,2.6,3.54,59.63835616438356
Americas,Argentina,2013,Female,3.14,2.64,3.68,62.880547945205485
Eastern Mediterranean,Tunisia,2013,Both sexes,3.17,1.69,5.42,67.30219178082191
Americas,Peru,2013,Both sexes,3.19,2.03,4.45,66.15643835616439
Europe,Tajikistan,2013,Female,3.19,2.06,4.69,61.01013698630137
Europe,Albania,2013,Female,3.23,2.17,4.6,60.4131506849315
Americas,Bahamas,2013,Both sexes,3.17,2.31,4.23,78.1745205479452
Eastern Mediterranean,Kuwait,2013,Male,3.37,2.64,4.21,79.7172602739726
Americas,Panama,2013,Both sexes,3.54,2.83,4.37,79.86767123287672
Africa,Algeria,2013,Male,3.64,1.97,6.5,63.70465753424658
Europe,Portugal,2013,Female,3.57,2.95,4.28,60.512328767123286
Americas,Colombia,2013,Both sexes,3.62,3.07,10.52,56.840273972602745
Europe,Poland,2013,Female,3.73,3.45,4.01,48.01205479452055
Eastern Mediterranean,Egypt,2013,Both sexes,3.77,1.79,7.1,72.58520547945206
Americas,Honduras,2013,Both sexes,3.9,2.01,7.85,71.63123287671233
Africa,Mauritania,2013,Female,3.93,2.17,6.38,78.57698630136986
Africa,Uganda,2013,Female,3.94,2.38,6.19,39.94849315068493
Europe,Turkmenistan,2013,Female,3.93,3.07,4.92,65.19150684931508
Africa,Zambia,2013,Male,29.96,19.44,44.09,31.056164383561644
Europe,Latvia,2013,Male,30.92,26.37,35.96,45.14739726027397
Europe,Ukraine,2013,Male,34.36,30.15,38.96,48.51835616438356
Western Pacific,Mongolia,2013,Male,34.56,21.77,52.24,28.99890410958904
Africa,Gabon,2013,Female,3.97,2.27,6.37,79.62493150684931
South-East Asia,Indonesia,2013,Male,4.09,2.97,5.43,82.18986301369863
Eastern Mediterranean,Lebanon,2013,Male,4.23,2.31,7.52,70.90547945205479
Americas,Cuba,2013,Female,4.21,3.49,5.02,75.91671232876712
Africa,Nigeria,2013,Female,4.27,2.15,6.7,75.65082191780822
Europe,Ireland,2013,Female,4.25,3.41,5.17,49.204109589041096
Europe,Kyrgyzstan,2013,Female,4.26,3.42,5.23,54.89643835616439
Western Pacific,Philippines,2013,Male,4.39,3.34,9.8,82.26301369863013
Eastern Mediterranean,Tunisia,2013,Male,4.47,2.46,7.58,67.30219178082191
Europe,Latvia,2013,Female,4.5,3.5,5.67,45.14739726027397
Africa,Malawi,2013,Female,4.56,2.81,6.98,60.23490566037736
Europe,Germany,2013,Female,4.6,4.01,5.24,47.517534246575345
Africa,Namibia,2013,Female,4.78,2.53,8.1,68.68493150684931
Europe,Albania,2013,Both sexes,4.84,2.74,7.07,60.4131506849315
Americas,Peru,2013,Male,4.8,2.97,6.62,66.15643835616439
Eastern Mediterranean,Oman,2013,Both sexes,4.79,3.01,7.43,80.63890410958905
Europe,Croatia,2013,Female,4.79,3.91,5.78,54.37013698630137
Europe,Denmark,2013,Female,4.81,3.89,5.86,46.90164383561643
Western Pacific,Malaysia,2013,Both sexes,4.9,3.41,6.93,82.33534246575343
Africa,South Africa,2013,Male,40.9,29.1,55.43,62.70191780821918
Europe,Belarus,2013,Male,41.76,35.04,49.42,46.32
Americas,Suriname,2013,Male,42.28,31.61,55.28,79.11671232876712
Europe,Kazakhstan,2013,Male,45.59,39.33,52.48,51.31808219178082
Africa,Central African Republic,2013,Male,46.07,25.34,74.98,78.27808219178083
Africa,Mozambique,2013,Male,47.0,28.92,70.21,69.74191780821917
Europe,Tajikistan,2013,Both sexes,5.04,3.21,7.25,61.01013698630137
Eastern Mediterranean,Pakistan,2013,Female,5.02,3.32,7.3,76.01465753424657
Western Pacific,Singapore,2013,Female,4.95,4.11,5.88,81.9227397260274
Europe,Uzbekistan,2013,Female,5.13,4.31,6.03,61.2841095890411
Eastern Mediterranean,Egypt,2013,Male,5.24,2.37,10.4,72.58520547945206
Europe,Ukraine,2013,Female,5.15,4.42,5.96,48.51835616438356
Eastern Mediterranean,Qatar,2013,Both sexes,5.3,3.54,7.94,83.26739726027397
Western Pacific,Australia,2013,Female,5.29,4.58,6.04,63.11572602739726
Americas,Mexico,2013,Both sexes,5.28,5.02,5.55,60.957481751824815
Europe,Italy,2013,Both sexes,5.27,4.95,9.21,57.6972602739726
Africa,Mauritania,2013,Both sexes,5.43,2.84,9.55,78.57698630136986
Americas,Brazil,2013,Both sexes,5.41,5.06,9.48,72.0696803652968
Americas,Bahamas,2013,Male,5.52,4.03,7.32,78.1745205479452
Americas,Canada,2013,Female,5.46,4.7,6.26,41.99391171993912
Europe,Austria,2013,Female,5.54,4.68,6.51,51.42630136986301
Africa,Madagascar,2013,Female,5.69,3.35,9.04,64.36465753424658
Africa,Kenya,2013,Female,5.66,4.28,7.14,51.21287671232877
Africa,Ethiopia,2013,Female,5.66,4.25,7.33,60.764657534246574
Eastern Mediterranean,Morocco,2013,Female,5.79,2.86,11.09,62.47287671232876
Eastern Mediterranean,United Arab Emirates,2013,Both sexes,5.91,3.44,9.07,83.38493150684931
Americas,Nicaragua,2013,Both sexes,5.87,4.2,16.95,81.9186301369863
Western Pacific,China,2013,Female,5.93,5.14,6.72,60.76301369863014
Africa,Senegal,2013,Female,5.98,3.63,9.37,76.58082191780822
Americas,Colombia,2013,Male,5.96,5.09,13.11,56.840273972602745
Americas,Dominican Republic,2013,Both sexes,6.06,4.07,8.89,22.55561643835616
Europe,Switzerland,2013,Female,6.1,5.15,7.14,48.97835616438356
Eastern Mediterranean,Bahrain,2013,Both sexes,6.15,3.9,8.5,81.20438356164384
Americas,Uruguay,2013,Female,6.22,4.97,7.57,61.62328767123287
Europe,France,2013,Female,6.17,5.28,7.1,54.00904109589041
Europe,Spain,2013,Both sexes,6.16,5.38,7.0,59.63835616438356
Eastern Mediterranean,Saudi Arabia,2013,Both sexes,6.31,4.02,9.28,79.79191780821918
Eastern Mediterranean,Qatar,2013,Male,6.37,4.25,9.61,83.26739726027397
Europe,Iceland,2013,Female,6.35,4.84,8.19,41.062465753424654
Americas,Costa Rica,2013,Both sexes,6.42,5.33,7.64,72.65041095890412
Europe,Albania,2013,Male,6.53,3.35,9.67,60.4131506849315
Americas,Panama,2013,Male,6.46,5.2,7.92,79.86767123287672
Africa,Benin,2013,Female,6.62,3.85,10.75,81.1090410958904
Americas,Guatemala,2013,Both sexes,6.67,5.22,8.4,66.83205479452054
South-East Asia,Sri Lanka,2013,Female,6.72,5.44,8.1,75.83917808219178
Americas,Belize,2013,Both sexes,6.83,5.2,8.8,80.7613698630137
Europe,Belarus,2013,Female,6.81,5.47,8.34,46.32
Western Pacific,New Zealand,2013,Female,6.8,5.83,7.86,60.44109589041096
Europe,Norway,2013,Female,6.81,6.3,7.38,41.17589041095891
Eastern Mediterranean,Oman,2013,Male,6.86,4.32,10.6,80.63890410958905
Americas,Honduras,2013,Male,7.03,3.58,14.39,71.63123287671233
Eastern Mediterranean,United Arab Emirates,2013,Male,6.96,4.05,10.65,83.38493150684931
Africa,Gambia,2013,Female,7.04,4.13,11.2,78.90739726027398
Western Pacific,Mongolia,2013,Female,6.95,4.37,10.39,28.99890410958904
Europe,Tajikistan,2013,Male,6.95,4.4,9.9,61.01013698630137
Europe,Hungary,2013,Female,7.0,5.98,8.14,52.29726027397261
Africa,Mauritania,2013,Male,7.18,3.62,13.3,78.57698630136986
Western Pacific,Malaysia,2013,Male,7.33,5.03,10.51,82.33534246575343
Europe,Turkmenistan,2013,Both sexes,7.42,5.96,9.07,65.19150684931508
Europe,Bulgaria,2013,Both sexes,7.35,6.12,8.76,53.484931506849314
Africa,Guinea-Bissau,2013,Female,7.64,4.45,12.6,73.53205479452055
Western Pacific,China,2013,Both sexes,7.65,6.31,9.58,60.76301369863014
Europe,Finland,2013,Female,7.68,6.51,8.92,43.63972602739726
Africa,Nigeria,2013,Both sexes,8.01,4.6,13.28,75.65082191780822
Europe,Portugal,2013,Both sexes,7.98,6.8,9.27,60.512328767123286
Africa,Togo,2013,Female,8.1,4.58,13.36,81.50904109589041
Europe,Sweden,2013,Female,8.1,7.13,9.11,45.18109589041096
Eastern Mediterranean,Morocco,2013,Both sexes,8.24,3.85,15.03,62.47287671232876
Eastern Mediterranean,Bahrain,2013,Male,8.33,5.2,11.57,81.20438356164384
Europe,Italy,2013,Male,8.36,7.89,15.85,57.6972602739726
Africa,Zambia,2013,Female,8.5,5.06,13.35,31.056164383561644
Americas,Argentina,2013,Both sexes,8.45,7.24,9.75,62.880547945205485
Western Pacific,Singapore,2013,Both sexes,8.49,7.21,9.86,81.9227397260274
Africa,Guinea,2013,Female,8.56,4.96,14.02,78.43205479452055
Americas,Brazil,2013,Male,8.58,8.05,13.34,72.0696803652968
Europe,Belgium,2013,Female,8.84,7.65,10.13,49.855342465753424
Europe,Uzbekistan,2013,Both sexes,8.92,7.58,10.38,61.2841095890411
Americas,Mexico,2013,Male,8.91,8.49,9.32,60.957481751824815
Africa,Congo,2013,Female,8.95,5.19,14.38,77.9068493150685
Eastern Mediterranean,Saudi Arabia,2013,Male,8.98,5.7,13.18,79.79191780821918
Europe,Denmark,2013,Both sexes,8.98,7.56,10.54,46.90164383561643
Europe,Kazakhstan,2013,Female,9.02,7.57,10.6,51.31808219178082
Europe,Germany,2013,Both sexes,9.22,8.15,10.35,47.517534246575345
Americas,Haiti,2013,Female,9.37,5.21,15.33,54.64562841530054
Western Pacific,China,2013,Male,9.53,7.57,12.61,60.76301369863014
Europe,Spain,2013,Male,9.45,8.32,10.67,59.63835616438356
Western Pacific,Japan,2013,Female,9.53,8.98,9.96,57.083287671232874
Africa,Madagascar,2013,Both sexes,9.79,5.92,15.36,64.36465753424658
Americas,Nicaragua,2013,Male,9.8,6.95,30.92,81.9186301369863
Europe,Slovakia,2013,Both sexes,9.92,7.03,12.23,52.18109589041096
Europe,Romania,2013,Both sexes,9.86,8.63,11.22,53.59835616438357
